ID,2023-04-25,2023-04-26,2023-04-27,2023-04-28,2023-04-29,2023-04-30,2023-05-01,2023-05-02,2023-05-03,2023-05-04,2023-05-05,2023-05-06,2023-05-07,2023-05-08,2023-05-09,2023-05-10,2023-05-11,2023-05-12,2023-05-13,2023-05-14,2023-05-15
SAMPLE_00000,4,6,9,8,5,5,6,9,16,13,13,9,11,12,11,12,13,13,12,12,12
SAMPLE_00001,1,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,4,3,2,2,1
SAMPLE_00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00004,55,70,64,63,64,105,128,124,177,154,164,154,197,214,165,154,131,152,124,136,261
SAMPLE_00005,4,8,8,10,9,9,10,10,12,11,11,12,13,10,15,14,12,12,13,14,13
SAMPLE_00006,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
SAMPLE_00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00009,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00010,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAMPLE_00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00013,0,0,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2
SAMPLE_00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00015,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,1,1,2,1,2,1
SAMPLE_00016,3,4,5,3,2,5,7,9,7,7,4,5,5,8,6,6,6,5,11,7,11
SAMPLE_00017,5,8,15,6,9,10,17,10,13,15,11,25,30,31,23,24,22,20,14,16,21
SAMPLE_00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00020,85,56,57,103,116,135,109,122,89,81,88,89,72,51,63,109,111,130,118,99,114
SAMPLE_00021,27,25,21,15,12,5,4,19,29,18,20,26,18,22,26,21,24,25,22,20,26
SAMPLE_00022,6,7,17,9,9,6,5,12,19,22,12,17,13,11,19,15,17,13,20,11,18
SAMPLE_00023,4,6,11,12,5,4,8,9,6,4,6,1,3,6,5,6,4,8,6,8,11
SAMPLE_00024,143,140,162,189,171,162,147,179,165,158,207,213,240,249,272,232,215,250,298,294,324
SAMPLE_00025,321,322,262,287,264,172,204,260,316,223,256,200,261,277,310,286,208,212,171,144,153
SAMPLE_00026,8,13,24,29,28,26,26,23,25,22,30,27,23,23,21,31,34,34,41,31,27
SAMPLE_00027,16,16,17,25,23,20,19,18,15,10,17,16,11,16,18,18,20,22,25,15,17
SAMPLE_00028,26,33,35,45,31,27,28,37,45,42,40,36,28,34,49,51,35,39,49,47,39
SAMPLE_00029,39,49,58,59,29,24,28,28,34,37,57,49,45,47,42,34,42,50,37,27,47
SAMPLE_00030,2,5,5,14,16,26,9,15,6,6,10,23,15,8,10,18,20,30,21,19,18
SAMPLE_00031,26,40,36,23,17,19,24,39,43,40,29,38,36,40,49,57,47,34,38,32,52
SAMPLE_00032,5,7,12,12,16,12,14,14,16,10,10,10,15,19,19,16,15,14,21,17,18
SAMPLE_00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00034,29,31,51,46,47,75,76,73,84,72,61,72,89,77,85,89,82,81,90,77,99
SAMPLE_00035,16,17,20,20,17,19,20,19,25,21,32,35,34,34,29,29,12,13,11,18,19
SAMPLE_00036,108,98,83,92,102,129,150,145,140,105,86,114,122,134,139,128,125,160,124,124,152
SAMPLE_00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00039,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAMPLE_00040,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1
SAMPLE_00041,5,5,7,6,7,7,6,4,3,4,4,5,5,6,5,5,5,4,5,5,4
SAMPLE_00042,2,2,3,3,2,2,2,4,4,4,3,2,2,1,1,2,3,2,3,2,2
SAMPLE_00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00044,39,59,87,116,114,105,88,83,95,94,110,137,149,131,101,147,97,81,130,126,128
SAMPLE_00045,7,8,12,13,14,17,14,14,16,17,16,13,12,13,13,15,17,13,15,15,13
SAMPLE_00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00047,2,2,3,2,3,2,2,4,4,4,4,4,4,5,6,6,6,5,5,3,4
SAMPLE_00048,13,9,10,10,10,12,15,17,10,10,10,13,13,16,15,10,11,11,11,11,15
SAMPLE_00049,2,5,6,8,7,10,9,8,11,10,11,9,10,9,11,13,11,12,14,13,16
SAMPLE_00050,2,3,4,0,0,3,1,0,4,5,5,7,4,2,0,0,0,0,2,2,8
SAMPLE_00051,318,389,329,378,361,337,341,352,502,394,489,420,368,390,362,459,357,415,489,388,476
SAMPLE_00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00054,2,4,5,3,4,6,8,9,9,8,8,7,5,5,7,7,6,9,10,9,9
SAMPLE_00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00057,19,34,50,44,72,96,100,104,79,93,107,90,82,61,95,79,54,59,69,95,87
SAMPLE_00058,3,3,5,3,2,2,4,4,3,4,4,5,5,5,6,6,7,6,5,4,5
SAMPLE_00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00060,24,37,26,17,35,45,52,61,68,41,31,27,24,6,35,53,58,51,62,63,63
SAMPLE_00061,3,3,3,2,2,3,3,4,3,2,1,2,2,2,3,3,3,3,2,3,3
SAMPLE_00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00063,1,0,4,3,6,6,4,4,3,3,1,5,3,3,3,1,1,2,0,1,0
SAMPLE_00064,22,38,86,77,81,99,101,74,74,96,78,95,104,76,87,80,105,93,81,76,90
SAMPLE_00065,41,44,56,78,70,66,57,66,69,63,59,64,59,62,72,79,75,70,81,58,44
