ID,2023-04-25,2023-04-26,2023-04-27,2023-04-28,2023-04-29,2023-04-30,2023-05-01,2023-05-02,2023-05-03,2023-05-04,2023-05-05,2023-05-06,2023-05-07,2023-05-08,2023-05-09,2023-05-10,2023-05-11,2023-05-12,2023-05-13,2023-05-14,2023-05-15
SAMPLE_00000,3,1,2,3,0,1,3,6,3,3,5,6,5,1,7,4,5,4,6,4,6
SAMPLE_00001,0,1,1,1,1,0,0,0,1,2,1,1,0,1,0,1,1,1,1,1,2
SAMPLE_00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00004,38,73,0,2,105,54,22,64,0,0,1,61,43,81,88,119,0,80,138,111,168
SAMPLE_00005,0,4,3,2,3,3,0,0,2,1,3,1,0,3,0,3,2,3,9,6,5
SAMPLE_00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAMPLE_00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00010,0,0,1,1,2,2,0,0,0,2,0,1,1,2,1,0,1,1,2,1,2
SAMPLE_00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00013,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,2,2,1
SAMPLE_00014,0,1,0,0,0,0,0,4,3,0,4,2,0,1,1,4,0,0,0,0,0
SAMPLE_00015,0,0,0,1,0,1,0,1,1,2,2,0,0,0,0,0,0,1,0,0,1
SAMPLE_00016,0,2,0,0,0,1,1,2,4,2,3,0,0,1,2,4,0,0,0,1,0
SAMPLE_00017,0,0,0,7,0,0,0,0,8,5,11,0,0,19,6,0,7,11,15,21,0
SAMPLE_00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00020,36,12,27,8,24,0,2,30,22,14,9,0,22,0,71,28,20,15,9,0,0
SAMPLE_00021,2,8,6,13,11,6,8,15,9,9,15,10,5,9,9,0,0,4,2,7,0
SAMPLE_00022,2,8,8,10,15,13,6,8,22,14,14,9,9,4,6,16,11,13,27,10,13
SAMPLE_00023,2,0,1,8,1,0,2,6,5,8,8,3,2,7,8,1,0,8,2,0,4
SAMPLE_00024,11,15,10,39,26,0,29,21,36,66,27,12,32,34,128,81,78,84,107,37,15
SAMPLE_00025,120,229,133,186,96,0,0,78,153,242,321,189,128,102,239,301,140,140,214,0,109
SAMPLE_00026,0,22,11,3,15,13,14,1,14,11,13,4,18,0,2,19,25,33,38,45,26
SAMPLE_00027,8,2,6,10,21,8,10,4,9,13,11,16,0,3,9,5,6,8,18,10,2
SAMPLE_00028,0,3,7,12,0,14,0,31,17,17,20,16,10,9,25,31,14,12,3,9,7
SAMPLE_00029,9,21,12,27,37,32,36,53,46,43,30,14,4,20,25,46,29,36,39,30,43
SAMPLE_00030,3,0,3,0,3,0,3,0,0,1,1,1,0,0,0,0,6,1,4,0,0
SAMPLE_00031,7,34,18,18,23,17,16,20,18,24,13,18,37,16,13,16,30,29,30,30,43
SAMPLE_00032,0,0,1,2,7,6,0,1,2,7,3,8,0,4,5,1,0,0,3,6,1
SAMPLE_00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00034,40,17,27,28,7,25,54,49,46,33,0,35,55,40,39,50,60,59,62,55,38
SAMPLE_00035,0,0,14,15,7,3,6,8,14,19,21,14,4,3,16,3,2,12,22,10,8
SAMPLE_00036,97,79,65,77,52,52,120,108,90,40,80,55,85,73,75,63,39,88,55,84,94
SAMPLE_00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00039,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00040,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
SAMPLE_00041,3,3,2,1,3,3,4,2,2,3,0,3,2,2,3,3,2,3,3,5,3
SAMPLE_00042,1,2,2,1,0,0,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2
SAMPLE_00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00044,0,20,0,15,44,30,3,0,0,6,20,0,2,1,0,23,0,2,26,15,0
SAMPLE_00045,6,5,5,8,9,10,9,10,7,12,11,9,5,4,4,3,9,7,8,15,9
SAMPLE_00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00047,1,1,0,2,1,0,0,3,4,2,3,1,2,5,3,3,0,1,2,1,2
SAMPLE_00048,9,3,6,10,10,10,13,12,8,8,6,6,5,7,6,0,8,10,13,13,14
SAMPLE_00049,2,3,0,0,2,4,3,5,7,6,0,10,9,7,8,15,8,3,7,5,0
SAMPLE_00050,0,0,0,0,3,0,0,0,3,5,3,3,0,3,1,0,0,0,0,4,2
SAMPLE_00051,202,506,423,260,338,459,213,389,446,513,393,347,199,109,221,562,397,279,502,402,459
SAMPLE_00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00054,0,0,0,0,4,2,0,0,3,8,4,6,4,0,2,3,0,0,0,3,2
SAMPLE_00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00057,6,2,27,87,107,88,79,31,20,43,56,66,80,0,47,0,34,39,72,49,69
SAMPLE_00058,0,0,1,1,0,0,4,2,4,4,3,3,2,4,2,2,4,2,0,3,6
SAMPLE_00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00060,0,31,44,40,33,35,36,0,60,72,78,93,40,9,27,24,100,51,79,30,0
SAMPLE_00061,2,2,2,2,1,1,2,3,2,1,1,1,1,1,3,1,0,2,1,2,2
SAMPLE_00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00063,0,1,3,3,0,1,1,4,1,3,2,0,3,1,3,0,4,1,1,1,0
SAMPLE_00064,4,5,44,0,0,13,24,28,46,55,39,65,7,19,6,0,61,50,11,19,0
SAMPLE_00065,0,7,7,6,9,4,2,3,6,15,24,10,0,10,3,0,10,6,9,0,8
SAMPLE_00066,5,5,6,8,10,8,8,6,5,10,13,11,7,5,9,4,10,6,13,10,6
SAMPLE_00067,0,2,1,1,0,0,0,0,1,1,2,1,0,1,2,1,0,1,0,0,0
SAMPLE_00068,0,0,2,1,1,1,0,0,1,1,1,1,0,2,0,0,1,0,1,0,1
SAMPLE_00069,2,3,3,3,1,4,2,1,0,0,1,1,3,3,0,0,0,1,3,4,5
SAMPLE_00070,2,0,3,4,3,4,2,7,7,4,4,0,2,6,1,4,1,2,2,1,3
SAMPLE_00071,11,24,9,3,7,2,14,6,25,21,15,10,0,3,0,9,20,11,15,13,15
SAMPLE_00072,0,1,1,0,0,0,0,6,6,5,5,0,1,2,6,7,3,4,3,3,0
SAMPLE_00073,1,0,4,0,4,5,7,5,6,7,4,5,6,0,7,8,13,3,10,7,0
SAMPLE_00074,0,88,0,15,0,0,0,27,94,34,26,0,3,33,85,81,35,35,0,0,49
SAMPLE_00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00077,8,3,4,10,3,0,13,22,21,19,15,10,7,19,30,26,21,14,16,4,22
SAMPLE_00078,18,36,45,34,22,24,0,19,12,42,29,27,0,12,20,20,28,28,13,13,10
SAMPLE_00079,0,9,8,1,0,8,9,1,11,15,2,0,5,6,2,0,13,8,4,13,3
SAMPLE_00080,226,286,407,595,360,123,356,298,183,314,279,207,53,351,216,200,249,0,41,0,0
SAMPLE_00081,8,0,7,5,0,0,0,1,0,9,1,5,0,11,8,0,1,0,0,0,15
SAMPLE_00082,14,4,17,14,16,0,0,9,5,18,3,0,10,8,12,7,7,0,8,3,6
SAMPLE_00083,253,402,631,862,443,328,449,286,601,149,212,394,272,339,220,119,0,186,34,181,297
SAMPLE_00084,7,35,24,18,24,21,23,53,33,47,26,36,28,46,22,62,35,28,27,16,44
SAMPLE_00085,608,242,353,165,478,324,516,873,841,820,458,775,1004,491,308,163,469,537,520,1316,602
SAMPLE_00086,237,469,502,421,204,47,217,401,162,137,442,142,0,367,276,162,278,190,0,0,0
SAMPLE_00087,17,19,9,21,12,4,12,36,48,46,11,24,3,21,40,39,31,16,14,20,5
SAMPLE_00088,0,0,0,0,1,0,0,0,1,2,2,1,1,2,1,0,1,1,1,0,1
SAMPLE_00089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
SAMPLE_00090,7,16,1,0,9,4,11,15,8,7,0,0,0,5,10,7,14,8,3,1,8
SAMPLE_00091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAMPLE_00092,0,6,5,0,6,0,5,11,11,3,1,5,0,2,11,12,4,9,14,5,6
SAMPLE_00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00094,0,15,28,0,0,21,48,41,18,13,1,19,18,19,0,18,7,0,21,43,56
SAMPLE_00095,3,5,7,0,7,10,11,10,9,18,15,12,4,7,10,12,13,1,1,14,11
SAMPLE_00096,207,72,109,112,117,113,156,255,232,109,145,126,221,182,203,0,219,142,126,184,186
SAMPLE_00097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00100,471,78,372,382,276,231,427,1235,1063,973,793,432,727,523,292,0,573,108,648,746,163
SAMPLE_00101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00102,1,3,2,1,2,0,0,2,4,1,3,1,1,3,1,2,1,4,4,1,1
SAMPLE_00103,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1
SAMPLE_00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00105,3,5,4,1,3,5,4,2,2,3,0,5,2,3,3,1,1,6,6,10,12
SAMPLE_00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00110,16,9,5,9,8,5,7,15,14,10,12,11,4,8,13,10,14,11,11,7,9
