-51643992.0,-1773982976.0,-112820800.0,-51493952.0,413592096.0,80741936.0,138159200.0,77437920.0,-19205472.0,-2173265408.0,184183776.0,88727456.0,-204221152.0,-134436576.0,22126508.0,8291568.0,79397264.0,-442944416.0,-7055600.0,-442063648.0,-338502336.0,33993760.0,83763392.0,-28546824.0,21136472.0,-1238705664.0,168869472.0,1170856960.0,-37692020.0,272617088.0,-153155584.0,-219340736.0,186714240.0,-113261760.0,347993824.0,14732008.0,-2275408.0,-3876166.0,-14789720.0,54929344.0,-39367660.0,14732721.0,143332416.0,17706540.0,502501280.0,79415424.0,88893240.0,-33670056.0,107403136.0,-164563360.0,-364591168.0,-28145050.0,-90826640.0,-75306464.0,187183328.0,4159264.0,-21178480.0,138687904.0,33678816.0,25368464.0,-142538656.0,87670304.0,140357472.0,35185728.0
66658720.0,66323252.0,-14087326.0,35683108.0,111005144.0,-7406654.0,-26358864.0,21633572.0,28461024.0,-30561492.0,-8352791.0,95060560.0,24909158.0,-3817284.75,-7113032.0,24127150.0,17371760.0,-97220344.0,-88639944.0,947488.0,66903972.0,42094288.0,-20444994.0,-11925032.0,-23565860.0,-5183172.5,103317664.0,40927840.0,61797128.0,-3581808.5,23272468.0,24215510.0,103035968.0,-18719062.0,43155888.0,-28019262.0,73576792.0,-66556480.0,-30117056.0,-15632200.0,-134533200.0,12057455.0,117545224.0,30140680.0,91276560.0,-26410232.0,-20231034.0,-65278152.0,64555032.0,-1636200.0,68758056.0,-68948264.0,-16390446.0,-42813168.0,-21179020.0,61852012.0,-33324804.0,-27503326.0,-57903604.0,-6811268.5,8465989.0,33064952.0,18319542.0,-30185282.0
-154314048.0,123945072.0,49311588.0,89042632.0,49069908.0,-21157808.0,-71139088.0,-22550380.0,-93444768.0,-194577232.0,-113751832.0,-62451448.0,54941532.0,149669600.0,-38199568.0,-135512096.0,-21739088.0,-76565544.0,36125396.0,-9470902.0,-62289528.0,11881208.0,53070704.0,-62465632.0,156827648.0,-83656656.0,6663335.0,14287788.0,45063464.0,-197220592.0,-65005804.0,45583176.0,210701760.0,-16189072.0,69734544.0,70128024.0,-9672962.0,-15133008.0,1751256.0,12166360.0,-38609128.0,26186070.0,185247792.0,-44963024.0,-50040580.0,99625168.0,8814116.0,-83630248.0,21029472.0,72981272.0,132834840.0,38889116.0,-96413432.0,10728158.0,-64194512.0,-73232224.0,-13042848.0,-98042504.0,19767464.0,115511936.0,-41619604.0,-141172816.0,81411048.0,59432408.0
-72536704.0,78441264.0,-91273568.0,-114687016.0,37441816.0,-15841492.0,18943744.0,-11908624.0,-42806352.0,-60836884.0,81297008.0,-33377792.0,-408313.90625,-62385524.0,82520496.0,-10021035.0,-85252336.0,-145367696.0,-71256328.0,24272928.0,-238442.015625,41504040.0,28362232.0,-107475152.0,23578694.0,4520489.5,-78097360.0,39581912.0,102855680.0,31291184.0,-122084888.0,64096720.0,-23623900.0,904626.0625,45675852.0,155482432.0,-45059168.0,-9274310.0,97389376.0,3542436.5,110146400.0,-88984424.0,-48593816.0,18978876.0,25627852.0,10027472.0,-58499936.0,-96560360.0,36690704.0,79786880.0,-28972450.0,3462987.0,30881378.0,30824620.0,-68206872.0,150903456.0,8966290.0,-47935604.0,83664392.0,9443360.0,51755752.0,116146104.0,138496672.0,5505958.0
24766.873046875,17638.39453125,65940.140625,-14995.4140625,25194.650390625,-13147.41015625,4862.55810546875,38554.25,37501.62109375,57623.67578125,-32927.15625,61732.1328125,-28127.35546875,49.65290069580078,32153.705078125,-12342.2822265625,-58545.06640625,3999.07568359375,61840.4375,-21038.11328125,-28421.6640625,-9533.451171875,24544.970703125,44918.375,7099.89013671875,20870.00390625,41550.6796875,-46954.40625,27029.458984375,-15387.791015625,-1316.8111572265625,-29254.71484375,-212.2581024169922,7797.150390625,26958.015625,-9980.34375,36458.6875,-79666.3828125,-1615.91259765625,17890.466796875,55003.6640625,5701.57421875,15590.0517578125,1463.4066162109375,105398.15625,-82437.6953125,55381.91015625,-50141.9296875,15912.61328125,-21494.169921875,14607.5556640625,1156.7681884765625,-16649.951171875,-34933.88671875,26719.90625,10811.640625,-17910.841796875,26104.572265625,13953.96875,62686.9453125,-79808.0703125,28333.873046875,-107211.640625,-2960.772216796875
-41191.62109375,84720.0625,-8468.810546875,12216.5537109375,-155296.109375,-289013.78125,1675354.875,23975.24609375,-26966.98828125,38365.5234375,-116699.9921875,23155.029296875,-65654.0234375,-266292.875,118764.1875,47776.58984375,117437.7578125,224508.84375,153965.921875,-313477.125,69582.3984375,4243.8125,1910725.0,-60710.45703125,34741.96484375,141027.546875,-50100.140625,-84864.5,-1292.9471435546875,117051.203125,-106441.234375,12669.556640625,-85563.78125,26649.978515625,-33123.765625,-98679.4765625,55182.76953125,-238725.28125,-52224.76953125,-180510.921875,-84989.515625,1191436.125,1886370.875,-7706.31201171875,-65441.16015625,116408.15625,-49607.8671875,228703.4375,-18513.69921875,-18011.79296875,223645.0625,174698.625,32310.75,40334.59765625,-318599.65625,852705.0,103381.8046875,158732.0,273380.03125,-47403.2265625,113047.75,2463722.25,101618.2890625,-216550.140625
-18518.072265625,128689.5859375,10804.7392578125,3485.164306640625,-138636.96875,-230021.71875,1392808.0,99766.9765625,126443.3828125,17396.62890625,-87677.9453125,6736.97314453125,-31364.96875,-214064.796875,88449.765625,23923.4296875,86752.25,188299.125,137388.046875,-255865.140625,96681.0390625,-27161.32421875,1627762.875,-23381.1015625,43871.24609375,109548.8984375,-63970.59375,-59222.24609375,40789.41796875,65133.30078125,-83294.71875,17260.57421875,-75801.2421875,32682.748046875,-34492.203125,-115158.2109375,79620.9375,-172487.765625,-36837.3203125,-316717.0625,-5178.70751953125,1064982.125,1561701.875,-17346.697265625,25429.568359375,109309.0546875,1816.2574462890625,175759.84375,18918.001953125,-72553.828125,200724.15625,146646.234375,83156.578125,-63392.04296875,-295522.71875,828270.75,81705.3828125,118877.4453125,234336.90625,-21450.064453125,83648.203125,1974296.75,91084.234375,-187788.5625
22204.10546875,119716.859375,29489.4765625,-7164.771484375,-108839.640625,-199456.046875,1420745.375,37923.34765625,64044.96875,69721.15625,-94744.4609375,40703.61328125,-45956.29296875,-219388.296875,112185.9375,32332.26171875,140448.71875,193960.125,124715.796875,-270570.71875,75586.4765625,-22210.216796875,1631303.375,-18523.91015625,22132.63671875,124951.1328125,-58530.01953125,-137065.84375,83504.1796875,54418.8359375,-94138.328125,-23572.25390625,-75968.171875,-5367.1064453125,-83503.9296875,-122318.125,109286.125,-222217.03125,-55506.7734375,-230131.40625,774.4328002929688,1043708.8125,1596819.125,-20309.0546875,79110.8828125,42764.64453125,4508.02099609375,188373.359375,6590.22900390625,-68550.15625,220630.25,127725.375,135271.6875,26331.435546875,-259836.3125,775424.0625,88567.09375,127387.1640625,236000.484375,-34066.875,102950.8046875,2064690.625,93967.8125,-184610.90625
-275320832.0,327722944.0,360079104.0,338264832.0,89341288.0,-37066396.0,-185783344.0,7672302.0,-9076644.0,-675522944.0,-21117452.0,-285394624.0,-9160626.0,47454944.0,55904680.0,-238404064.0,-45478768.0,-107518728.0,59432100.0,191706080.0,44173396.0,109735240.0,17062030.0,-55389908.0,-107335936.0,-349592512.0,-3102864.0,-204242240.0,-68880424.0,-179315760.0,-6619888.0,130638816.0,-184431088.0,-9884192.0,123913344.0,27693324.0,-124252752.0,62305488.0,-28116652.0,354107488.0,-91741248.0,-87972408.0,68097192.0,42049996.0,-56366472.0,-126385072.0,-1363499.875,76501136.0,275495456.0,-116761920.0,332407072.0,-9233392.0,-28122592.0,190741632.0,-158621504.0,59750064.0,27192204.0,-115656904.0,-159784896.0,-206755680.0,-101693368.0,-164263376.0,166199680.0,164350000.0
-75477120.0,-46022840.0,83522560.0,261211328.0,353877280.0,225657632.0,-162235008.0,-86303384.0,196080384.0,-1410763520.0,20206480.0,-56572400.0,-143901584.0,29796912.0,-101054096.0,104748336.0,-22249408.0,-123758112.0,-33984352.0,287584704.0,168857024.0,104265888.0,-37225920.0,-179763712.0,-181742144.0,-782053248.0,-59460768.0,-229557248.0,2802464.0,-124490248.0,286756928.0,-180194464.0,-111248336.0,129626136.0,230974256.0,-144761888.0,-57263376.0,65324728.0,-44886064.0,192054304.0,-133874136.0,-15420334.0,-403631424.0,102201976.0,-186328144.0,147933680.0,9140710.0,-188070784.0,98119016.0,-72037264.0,415817088.0,5317344.0,-107515288.0,139003184.0,-82730032.0,-30230088.0,52637992.0,-285382400.0,170953040.0,66993456.0,-120730752.0,88541928.0,145842256.0,162722976.0
